congress,session,chamber,period,total_votes,missed_votes,percent,percentile,period_start,period_end,pctile25,pctile50,pctile75,pctile90
94,1975,h,0,68,1,1.47058823529,8.33333333333,1975-01-14,1975-03-26,1.47058823529,2.96312554873,6.65057067603,14.9580223881
94,1975,h,1,199,1,0.502512562814,8.33333333333,1975-04-01,1975-06-26,3.26950408609,5.04035328156,11.2636920103,20.4927884615
94,1975,h,2,146,2,1.3698630137,8.33333333333,1975-07-08,1975-09-30,4.79452054795,6.50684931507,9.93150684932,20.1497064579
94,1975,h,3,191,1,0.523560209424,8.33333333333,1975-10-01,1975-12-19,1.84908169201,6.05263157895,11.1450640862,15.6834224599
94,1976,h,0,105,12,11.4285714286,58.3333333333,1976-01-19,1976-03-31,3.54447439353,6.63971248877,11.8733153639,14.0566037736
94,1976,h,1,264,20,7.57575757576,50.0,1976-04-01,1976-06-30,4.02621722846,7.1713374345,15.2294251523,24.4643018731
94,1976,h,2,280,0,0.0,0.0,1976-07-01,1976-09-30,2.78327338129,8.2527526366,15.4761904762,33.6694677871
94,1976,h,3,7,0,0.0,0.0,1976-10-01,1976-10-01,0.0,0.0,14.2857142857,40.0
95,1977,h,0,100,9,9.0,60.0,1977-01-04,1977-03-31,3.5,7.0,10.5,15.8565656566
95,1977,h,1,270,21,7.77777777778,40.0,1977-04-04,1977-06-30,4.77947636619,9.12547528517,14.498001998,18.2327252626
95,1977,h,2,198,2,1.0101010101,13.3333333333,1977-07-11,1977-09-30,2.31197990265,5.07614213198,9.32867883996,22.2335025381
95,1977,h,3,130,13,10.0,60.0,1977-10-03,1977-12-15,4.12131073954,9.23076923077,10.9056987788,16.7655019685
95,1978,h,0,149,10,6.71140939597,40.0,1978-01-19,1978-03-22,2.34899328859,6.71140939597,14.9864839672,22.8695809904
95,1978,h,1,294,24,8.16326530612,33.3333333333,1978-04-03,1978-06-29,3.51118568233,13.8047138047,31.0389674126,53.6943934473
95,1978,h,2,281,148,52.6690391459,93.3333333333,1978-07-10,1978-09-29,5.03246753247,14.2372881356,30.2604716245,48.4105960265
95,1978,h,3,75,35,46.6666666667,80.0,1978-10-04,1978-10-14,4.66666666667,8.10810810811,21.9166666667,57.296803653
96,1979,h,0,63,6,9.52380952381,58.8235294118,1979-01-15,1979-03-29,0.0,1.66666666667,13.1147540984,27.4193548387
96,1979,h,1,220,20,9.09090909091,58.8235294118,1979-04-02,1979-06-28,3.6866359447,6.81818181818,17.3515981735,22.1382488479
96,1979,h,2,197,39,19.7969543147,76.4705882353,1979-07-10,1979-09-28,2.0202020202,3.0303030303,15.2284263959,27.1258622934
96,1979,h,3,190,15,7.89473684211,41.1764705882,1979-10-09,1979-12-20,5.78947368421,7.89473684211,16.9312169312,28.5483507824
96,1980,h,0,148,29,19.5945945946,70.5882352941,1980-01-22,1980-03-31,6.08108108108,9.58904109589,19.5945945946,26.0072341452
96,1980,h,1,196,19,9.69387755102,47.0588235294,1980-04-01,1980-06-27,3.0612244898,9.69387755102,17.7083333333,34.2486354016
96,1980,h,2,190,11,5.78947368421,41.1764705882,1980-07-01,1980-09-30,3.66492146597,6.31578947368,15.7608695652,28.9116631391
96,1980,h,3,67,6,8.9552238806,41.1764705882,1980-10-01,1980-12-15,2.98507462687,8.9552238806,20.0,40.2713704206
97,1981,h,0,15,2,13.3333333333,73.9130434783,1981-01-05,1981-03-26,0.0,6.66666666667,10.0,30.6666666667
97,1981,h,1,89,7,7.86516853933,50.0,1981-04-07,1981-06-26,4.33232497839,7.34167517875,11.2359550562,16.6253390159
97,1981,h,2,103,7,6.79611650485,58.3333333333,1981-07-08,1981-09-24,1.88679245283,3.3153638814,9.43396226415,13.1132075472
97,1981,h,3,141,8,5.67375886525,50.0,1981-10-01,1981-12-16,2.64084507042,5.65378084107,8.13128772636,14.0466313081
97,1982,h,0,48,9,18.75,91.6666666667,1982-02-09,1982-03-31,3.125,6.25,8.85416666667,13.3333333333
97,1982,h,1,119,2,1.68067226891,33.3333333333,1982-04-01,1982-06-24,0.840336134454,2.94117647059,9.93270189432,13.813559322
97,1982,h,2,193,11,5.69948186528,58.3333333333,1982-07-13,1982-09-30,2.9792746114,5.18134715026,7.82272578534,16.2533244681
97,1982,h,3,99,15,15.1515151515,83.3333333333,1982-10-01,1982-12-21,2.77777777778,6.06060606061,10.7622617932,20.101010101
98,1983,h,0,42,6,14.2857142857,84.375,1983-01-03,1983-03-24,2.32558139535,6.97674418605,11.9047619048,16.0797342193
98,1983,h,1,181,22,12.1546961326,78.125,1983-04-12,1983-06-30,1.65518183474,5.21978021978,10.0418918098,15.9776536313
98,1983,h,2,130,11,8.46153846154,84.375,1983-07-12,1983-09-30,0.769230769231,2.34389305988,6.15384615385,11.9230769231
98,1983,h,3,142,13,9.15492957746,75.0,1983-10-04,1983-11-18,1.22500738698,3.84615384615,9.10691421255,12.0482469284
98,1984,h,0,53,5,9.43396226415,71.875,1984-01-24,1984-03-29,0.0,3.77358490566,9.43396226415,16.5330188679
98,1984,h,1,220,25,11.3636363636,68.75,1984-04-03,1984-06-29,2.466367713,7.39910313901,11.8380824263,13.881073776
98,1984,h,2,95,4,4.21052631579,65.625,1984-07-21,1984-09-26,1.05263157895,2.63157894737,5.5431131019,12.2105263158
98,1984,h,3,36,1,2.77777777778,34.375,1984-10-01,1984-10-11,0.0,6.94444444444,11.8055555556,24.2142857143
99,1985,h,0,36,2,5.55555555556,35.2941176471,1985-01-03,1985-03-28,2.77777777778,5.55555555556,11.1111111111,16.6666666667
99,1985,h,1,154,16,10.3896103896,82.3529411765,1985-04-02,1985-06-27,1.94805194805,3.90883626178,7.79220779221,10.8441558442
99,1985,h,2,99,13,13.1313131313,85.2941176471,1985-07-09,1985-09-26,0.992574257426,3.5108102647,8.04080408041,13.6423642364
99,1985,h,3,148,12,8.10810810811,88.2352941176,1985-10-01,1985-12-19,1.52027027027,2.7027027027,5.91216216216,7.90540540541
99,1986,h,0,61,12,19.6721311475,97.0588235294,1986-01-23,1986-03-20,1.6393442623,4.91803278689,9.4262295082,12.6229508197
99,1986,h,1,128,18,14.0625,97.0588235294,1986-04-09,1986-06-26,0.78125,1.953125,4.55568053993,9.22899590164
99,1986,h,2,200,23,11.5,85.2941176471,1986-07-15,1986-09-30,0.497512437811,2.23880597015,8.70646766169,11.5
99,1986,h,3,60,4,6.66666666667,64.7058823529,1986-10-01,1986-10-17,0.0,1.66666666667,7.94491525424,24.1666666667
100,1987,h,0,38,1,2.63157894737,66.6666666667,1987-01-06,1987-03-31,0.0,2.5641025641,5.19568151147,15.8974358974
100,1987,h,1,187,29,15.5080213904,92.5,1987-04-01,1987-06-30,1.06951871658,2.94117647059,6.48648648649,11.1735799971
100,1987,h,2,95,2,2.10526315789,55.0,1987-07-01,1987-09-30,0.0,1.05263157895,5.52631578947,8.71220604703
100,1987,h,3,167,9,5.38922155689,50.0,1987-10-01,1987-12-21,2.39520958084,5.13363516869,8.54646129428,12.6660299736
100,1988,h,0,49,4,8.16326530612,80.0,1988-02-02,1988-03-31,0.0,3.0612244898,6.12244897959,10.2040816327
100,1988,h,1,159,13,8.17610062893,82.5,1988-04-13,1988-06-29,1.24223602484,1.86335403727,5.5900621118,8.80667701863
100,1988,h,2,151,11,7.28476821192,87.5,1988-07-06,1988-09-30,1.15240501917,1.97368421053,4.76973684211,7.73684694628
100,1988,h,3,89,6,6.74157303371,65.0,1988-10-03,1988-10-21,0.0,1.12359550562,7.86516853933,12.3595505618
101,1989,h,0,14,0,0.0,0.0,1989-01-03,1989-03-23,0.0,0.0,7.14285714286,14.2857142857
101,1989,h,1,104,5,4.80769230769,74.4680851064,1989-04-05,1989-06-29,0.952380952381,2.85714285714,4.7847985348,8.0
101,1989,h,2,127,3,2.36220472441,57.4468085106,1989-07-11,1989-09-28,0.78125,1.5625,3.90625,7.34375
101,1989,h,3,121,9,7.43801652893,78.7234042553,1989-10-02,1989-11-21,0.829889807163,3.30578512397,6.61157024793,9.98402666852
101,1990,h,0,60,1,1.66666666667,35.4166666667,1990-01-23,1990-03-29,0.0,1.66666666667,3.33333333333,8.33333333333
101,1990,h,1,150,11,7.33333333333,75.0,1990-04-03,1990-06-28,0.666666666667,2.66666666667,6.33333333333,14.6
101,1990,h,2,183,11,6.01092896175,77.0833333333,1990-07-10,1990-09-30,0.409836065574,2.18579234973,5.46448087432,7.9781420765
101,1990,h,3,143,5,3.4965034965,60.4166666667,1990-10-01,1990-10-27,0.0,1.3986013986,6.29370629371,10.4195804196
102,1991,h,0,62,1,1.61290322581,30.3571428571,1991-01-03,1991-03-22,0.0,1.61290322581,4.83870967742,6.45161290323
102,1991,h,1,139,9,6.47482014388,77.1929824561,1991-04-11,1991-06-26,0.719424460432,2.15827338129,5.75539568345,8.20143884892
102,1991,h,2,81,7,8.64197530864,85.9649122807,1991-07-10,1991-09-26,1.23456790123,2.46913580247,6.17283950617,9.13580246914
102,1991,h,3,162,3,1.85185185185,39.6551724138,1991-10-01,1991-11-26,1.23456790123,1.85185185185,3.7037037037,7.96296296296
102,1992,h,0,66,14,21.2121212121,96.5517241379,1992-01-28,1992-03-31,0.0,3.0303030303,7.57575757576,12.1212121212
