congress,session,chamber,period,total_votes,missed_votes,percent,percentile,period_start,period_end,pctile25,pctile50,pctile75,pctile90
97,1981,h,0,15,1,6.66666666667,34.7826086957,1981-01-05,1981-03-26,0.0,6.66666666667,10.0,30.6666666667
97,1981,h,1,89,4,4.49438202247,25.0,1981-04-07,1981-06-26,4.33232497839,7.34167517875,11.2359550562,16.6253390159
97,1981,h,2,106,10,9.43396226415,66.6666666667,1981-07-08,1981-09-24,1.88679245283,3.3153638814,9.43396226415,13.1132075472
97,1981,h,3,142,4,2.81690140845,25.0,1981-10-01,1981-12-16,2.64084507042,5.65378084107,8.13128772636,14.0466313081
97,1982,h,0,48,0,0.0,0.0,1982-02-09,1982-03-31,3.125,6.25,8.85416666667,13.3333333333
97,1982,h,1,119,0,0.0,0.0,1982-04-01,1982-06-24,0.840336134454,2.94117647059,9.93270189432,13.813559322
97,1982,h,2,193,7,3.62694300518,33.3333333333,1982-07-13,1982-09-30,2.9792746114,5.18134715026,7.82272578534,16.2533244681
97,1982,h,3,99,1,1.0101010101,12.5,1982-10-01,1982-12-21,2.77777777778,6.06060606061,10.7622617932,20.101010101
98,1983,h,0,43,0,0.0,0.0,1983-01-03,1983-03-24,2.32558139535,6.97674418605,11.9047619048,16.0797342193
98,1983,h,1,182,6,3.2967032967,28.125,1983-04-12,1983-06-30,1.65518183474,5.21978021978,10.0418918098,15.9776536313
98,1983,h,2,130,1,0.769230769231,18.75,1983-07-12,1983-09-30,0.769230769231,2.34389305988,6.15384615385,11.9230769231
98,1983,h,3,143,5,3.4965034965,43.75,1983-10-04,1983-11-18,1.22500738698,3.84615384615,9.10691421255,12.0482469284
98,1984,h,0,53,2,3.77358490566,46.875,1984-01-24,1984-03-29,0.0,3.77358490566,9.43396226415,16.5330188679
98,1984,h,1,223,3,1.34529147982,15.625,1984-04-03,1984-06-29,2.466367713,7.39910313901,11.8380824263,13.881073776
98,1984,h,2,95,0,0.0,0.0,1984-07-21,1984-09-26,1.05263157895,2.63157894737,5.5431131019,12.2105263158
98,1984,h,3,36,0,0.0,0.0,1984-10-01,1984-10-11,0.0,6.94444444444,11.8055555556,24.2142857143
99,1985,h,0,36,0,0.0,0.0,1985-01-03,1985-03-28,2.77777777778,5.55555555556,11.1111111111,16.6666666667
99,1985,h,1,154,0,0.0,0.0,1985-04-02,1985-06-27,1.94805194805,3.90883626178,7.79220779221,10.8441558442
99,1985,h,2,101,3,2.9702970297,32.3529411765,1985-07-09,1985-09-26,0.992574257426,3.5108102647,8.04080408041,13.6423642364
99,1985,h,3,148,3,2.02702702703,26.4705882353,1985-10-01,1985-12-19,1.52027027027,2.7027027027,5.91216216216,7.90540540541
