congress,session,chamber,period,total_votes,missed_votes,percent,percentile,period_start,period_end,pctile25,pctile50,pctile75,pctile90
109,2005,s,0,81,0,0.0,0.0,2005-01-06,2005-03-17,0.0,0.0,1.23456790123,2.46913580247
109,2005,s,1,89,6,6.74157303371,91.3043478261,2005-04-05,2005-06-30,0.0,1.12359550562,3.08988764045,5.61797752809
109,2005,s,2,76,1,1.31578947368,39.1304347826,2005-07-01,2005-09-30,0.0,1.31578947368,3.61842105263,9.21052631579
109,2005,s,3,120,1,0.833333333333,41.3043478261,2005-10-05,2005-12-21,0.0,0.833333333333,3.125,5.83333333333
109,2006,s,0,83,0,0.0,0.0,2006-01-30,2006-03-30,0.0,1.20481927711,2.40963855422,4.57831325301
109,2006,s,1,107,2,1.8691588785,55.3191489362,2006-04-03,2006-06-29,0.0,0.934579439252,2.80373831776,7.85046728972
109,2006,s,2,73,1,1.3698630137,61.7021276596,2006-07-11,2006-09-29,0.0,0.0,1.3698630137,4.1095890411
109,2006,s,3,16,0,0.0,0.0,2006-11-14,2006-12-09,0.0,0.0,0.0,18.75
110,2007,s,0,126,3,2.38095238095,67.8571428571,2007-01-08,2007-03-29,0.0,0.793650793651,2.38095238095,5.15873015873
110,2007,s,1,112,20,17.8571428571,92.9824561404,2007-04-11,2007-06-28,0.0,0.892857142857,3.57142857143,8.39285714286
110,2007,s,2,119,67,56.3025210084,96.4912280702,2007-07-09,2007-09-27,0.840336134454,1.68067226891,3.36134453782,6.21848739496
110,2007,s,3,85,76,89.4117647059,98.2456140351,2007-10-01,2007-12-18,0.0,0.0,2.35294117647,6.11764705882
110,2008,s,0,85,31,36.4705882353,96.5517241379,2008-01-22,2008-03-14,0.0,1.17647058824,2.35294117647,4.70588235294
110,2008,s,1,77,65,84.4155844156,96.5517241379,2008-04-01,2008-06-26,0.324675324675,1.2987012987,4.87012987013,8.18181818182
110,2008,s,2,47,41,87.2340425532,96.5517241379,2008-07-07,2008-09-29,0.0,2.12765957447,6.3829787234,9.14893617021
110,2008,s,3,4,0,0.0,0.0,2008-10-01,2008-12-11,0.0,0.0,0.0,5.0
lifetime,,s,,1300,314,24.1538461538,99.0291262136,2005-01-06,2008-10-01,1.25795822731,2.22734254992,3.12802196074,6.23140309183
