"","id","missed_votes","last_name","first_name","swing","combined_name","state","diff12"
"336",400057,4,"Calvert","Ken",FALSE,"Calvert, Ken","CA",NA
"337",400087,4,"Crowley","Joseph",FALSE,"Crowley, Joseph","NY",NA
"338",400244,4,"LoBiondo","Frank",FALSE,"LoBiondo, Frank","NJ",NA
"339",400364,4,"Scott","Robert",FALSE,"Scott, Robert","VA",NA
"340",400366,4,"Serrano","José",FALSE,"Serrano, José","NY",NA
"341",400433,4,"Wilson","Joe",FALSE,"Wilson, Joe","SC",NA
"342",400626,4,"Price","Tom",FALSE,"Price, Tom","GA",NA
"343",400636,4,"Boustany","Charles",FALSE,"Boustany, Charles","LA",NA
"344",412293,4,"Luján","Ben",FALSE,"Luján, Ben","NM",NA
"345",412403,4,"Denham","Jeff",TRUE,"Denham, Jeff","CA",3.6
"346",412422,4,"Hultgren","Randy",FALSE,"Hultgren, Randy","IL",NA
"347",412437,4,"Huizenga","Bill",FALSE,"Huizenga, Bill","MI",NA
"348",412489,4,"Ribble","Reid",TRUE,"Ribble, Reid","WI",-3.7
"349",412510,4,"LaMalfa","Doug",FALSE,"LaMalfa, Doug","CA",NA
"350",412515,4,"Valadao","David",FALSE,"Valadao, David","CA",NA
"351",412595,4,"Kelly","Robin",FALSE,"Kelly, Robin","IL",NA
"352",400031,3,"Bishop","Timothy",TRUE,"Bishop, Timothy","NY",0.5
"353",400142,3,"Frelinghuysen","Rodney",FALSE,"Frelinghuysen, Rodney","NJ",NA
"354",400171,3,"Hastings","Doc",FALSE,"Hastings, Doc","WA",NA
"355",400255,3,"Matheson","Jim",FALSE,"Matheson, Jim","UT",NA
"356",400274,3,"Michaud","Michael",FALSE,"Michaud, Michael","ME",NA
"357",400400,3,"Terry","Lee",FALSE,"Terry, Lee","NE",NA
"358",400404,3,"Thornberry","Mac",FALSE,"Thornberry, Mac","TX",NA
"359",400411,3,"Turner","Michael",TRUE,"Turner, Michael","OH",-1.9
"360",400643,3,"Foxx","Virginia",FALSE,"Foxx, Virginia","NC",NA
"361",412255,3,"Wittman","Robert",FALSE,"Wittman, Robert","VA",NA
"362",412256,3,"Latta","Robert",FALSE,"Latta, Robert","OH",NA
"363",412270,3,"Chaffetz","Jason",FALSE,"Chaffetz, Jason","UT",NA
"364",412319,3,"Tonko","Paul",FALSE,"Tonko, Paul","NY",NA
"365",412416,3,"Woodall","Rob",FALSE,"Woodall, Rob","GA",NA
"366",412421,3,"Kinzinger","Adam",FALSE,"Kinzinger, Adam","IL",NA
"367",412434,3,"Harris","Andy",FALSE,"Harris, Andy","MD",NA
"368",412436,3,"Benishek","Dan",FALSE,"Benishek, Dan","MI",NA
"369",412462,3,"Renacci","James",FALSE,"Renacci, James","OH",NA
"370",412465,3,"Kelly","Mike",FALSE,"Kelly, Mike","PA",NA
"371",412478,3,"Black","Diane",FALSE,"Black, Diane","TN",NA
"372",412512,3,"Bera","Ami",TRUE,"Bera, Ami","CA",4
"373",412525,3,"Yoho","Ted",FALSE,"Yoho, Ted","FL",NA
"374",412546,3,"Kildee","Daniel",FALSE,"Kildee, Daniel","MI",NA
"375",412547,3,"Bentivolio","Kerry",FALSE,"Bentivolio, Kerry","MI",NA
"376",412567,3,"Bridenstine","Jim",FALSE,"Bridenstine, Jim","OK",NA
"377",400058,2,"Camp","Dave",FALSE,"Camp, Dave","MI",NA
"378",400259,2,"McCollum","Betty",FALSE,"McCollum, Betty","MN",NA
"379",400276,2,"Miller","Candice",FALSE,"Miller, Candice","MI",NA
"380",400351,2,"Ryan","Paul",TRUE,"Ryan, Paul","WI",-4.2
"381",412275,2,"Fleming","John",FALSE,"Fleming, John","LA",NA
"382",412303,2,"Paulsen","Erik",TRUE,"Paulsen, Erik","MN",0.800000000000004
"383",412309,2,"Posey","Bill",FALSE,"Posey, Bill","FL",NA
"384",412317,2,"Thompson","Glenn",FALSE,"Thompson, Glenn","PA",NA
"385",412318,2,"Titus","Dina",FALSE,"Titus, Dina","NV",NA
"386",412408,2,"Southerland","Steve",FALSE,"Southerland, Steve","FL",NA
"387",412485,2,"Griffith","H.",FALSE,"Griffith, H.","VA",NA
"388",412498,2,"Hahn","Janice",FALSE,"Hahn, Janice","CA",NA
