id,total_votes,missed_votes,percent,percentile,first_vote_date,last_vote_date
412473,1606,14,0.871731008717,13.4831460674,2011-01-05,2013-01-01
412272,3261,28,0.858632321374,13.2584269663,2009-01-06,2013-01-01
400663,6288,52,0.826972010178,13.0337078652,2005-03-10,2013-01-01
412217,5137,42,0.817597819739,12.808988764,2007-01-04,2013-01-01
412436,1606,13,0.809464508095,12.3595505618,2011-01-05,2013-01-01
412452,1606,13,0.809464508095,12.3595505618,2011-01-05,2013-01-01
412386,1985,16,0.80604534005,12.1348314607,2010-05-20,2013-01-01
412283,3261,25,0.766636001227,11.9101123596,2009-01-06,2013-01-01
412394,1606,12,0.747198007472,11.4606741573,2011-01-05,2013-01-01
412395,1606,12,0.747198007472,11.4606741573,2011-01-05,2013-01-01
412278,3261,24,0.735970561178,11.2359550562,2009-01-06,2013-01-01
412309,3261,23,0.705305121128,11.0112359551,2009-01-06,2013-01-01
400027,9782,68,0.69515436516,10.7865168539,1999-01-06,2013-01-01
400071,10654,74,0.694574807584,10.5617977528,1995-01-04,2013-01-01
412399,1606,11,0.684931506849,9.88764044944,2011-01-05,2013-01-01
412409,1606,11,0.684931506849,9.88764044944,2011-01-05,2013-01-01
412418,1606,11,0.684931506849,9.88764044944,2011-01-05,2013-01-01
400154,13431,91,0.677537041173,9.66292134831,1993-01-05,2013-01-01
400274,7572,51,0.6735340729,9.43820224719,2003-01-07,2013-01-01
400224,7572,49,0.647120972002,9.21348314607,2003-01-07,2013-01-01
412440,1606,10,0.622665006227,8.08988764045,2011-01-05,2013-01-01
412428,1606,10,0.622665006227,8.08988764045,2011-01-05,2013-01-01
412471,1606,10,0.622665006227,8.08988764045,2011-01-05,2013-01-01
412472,1606,10,0.622665006227,8.08988764045,2011-01-05,2013-01-01
412474,1606,10,0.622665006227,8.08988764045,2011-01-05,2013-01-01
412319,3261,20,0.613308800981,7.86516853933,2009-01-06,2013-01-01
412310,3261,19,0.582643360932,7.6404494382,2009-01-06,2013-01-01
412453,1606,9,0.560398505604,7.19101123596,2011-01-05,2013-01-01
412477,1606,9,0.560398505604,7.19101123596,2011-01-05,2013-01-01
412256,3976,18,0.452716297787,6.96629213483,2007-12-13,2013-01-01
412464,1606,7,0.435865504359,6.51685393258,2011-01-05,2013-01-01
412465,1606,7,0.435865504359,6.51685393258,2011-01-05,2013-01-01
400335,8568,36,0.420168067227,6.29213483146,2001-01-03,2013-01-01
412388,1915,8,0.417754569191,6.06741573034,2010-06-14,2013-01-01
412463,1606,6,0.373599003736,5.39325842697,2011-01-05,2013-01-01
412431,1606,6,0.373599003736,5.39325842697,2011-01-05,2013-01-01
412483,1606,6,0.373599003736,5.39325842697,2011-01-05,2013-01-01
412295,3261,11,0.33731984054,5.16853932584,2009-01-06,2013-01-01
400648,6351,20,0.314911037632,4.94382022472,2005-01-04,2013-01-01
412413,1606,5,0.311332503113,4.04494382022,2011-01-05,2013-01-01
412430,1606,5,0.311332503113,4.04494382022,2011-01-05,2013-01-01
412405,1606,5,0.311332503113,4.04494382022,2011-01-05,2013-01-01
412422,1606,5,0.311332503113,4.04494382022,2011-01-05,2013-01-01
412408,1606,4,0.249066002491,3.37078651685,2011-01-05,2013-01-01
412460,1606,4,0.249066002491,3.37078651685,2011-01-05,2013-01-01
412429,1606,4,0.249066002491,3.37078651685,2011-01-05,2013-01-01
400643,6351,15,0.236183278224,3.14606741573,2005-01-04,2013-01-01
412231,5137,11,0.214132762313,2.92134831461,2007-01-04,2013-01-01
400244,12309,26,0.211227557072,2.69662921348,1995-01-04,2013-01-01
400414,16206,32,0.197457731704,2.47191011236,1987-01-06,2013-01-01
412497,1225,2,0.163265306122,2.24719101124,2011-06-01,2013-01-01
400216,21616,27,0.124907475944,2.02247191011,1977-01-04,2013-01-01
412446,1606,1,0.0622665006227,1.79775280899,2011-01-05,2013-01-01
412290,3261,2,0.0613308800981,1.57303370787,2009-01-06,2013-01-01
412402,1606,0,0.0,0.0,2011-01-05,2013-01-01
412414,1606,0,0.0,0.0,2011-01-05,2013-01-01
412438,1606,0,0.0,0.0,2011-01-05,2013-01-01
412501,622,0,0.0,0.0,2012-02-07,2013-01-01
412505,55,0,0.0,0.0,2012-11-15,2013-01-01
412503,55,0,0.0,0.0,2012-11-15,2013-01-01
412504,55,0,0.0,0.0,2012-11-15,2013-01-01
